id_do_not_translate,original_text,translation
gaATGMagecGateOptJanus1.text,"""With your permission, captain,"" Zal says over internal comms, ""I'll jury-rig the Janus Device into your flagship's hyperdrive.""",
gaATGMagecGateOptUse1.text,"""The Janus Device is ready,"" your navigation officer reports. ""We can traverse the Gate, $playerSirOrMadam. At your order.""",
gaATGMagecGateJanus.text,"""On it,"" she says.

It takes mere minutes before your chief engineer reports that integration of the Janus Device into your hyperdrive system is complete.",
gaATGMagecGateAndThen.text,"""Then,"" Zal says, ""I give you my working Janus Device. I can hook it up to your flagship's hyperdrive. Then we can travel through the Gates to the Galatia system.""",
gaATGMagecGateBaird.text,"""We'll see,"" Zal says.",
gaATGMagecGateScylla.text,"""Yeah,"" Zal says, ""It's- let's just focus on getting through this alive.""",
gaATGMagecGateExplode.text,"""Captain,"" Zal says, ""I'll try to be brief. First: Scylla was sending me the Galatia Academy's schematics and experimental data all along. Including the results of the failed prototype test.""

""Second: The Academy didn't have access to my, I'll admit, considerable and unique skills. And Kanta- those pirates can buy, cheat, and steal some fine gear on short notice.""

""Third, and I'm not going to apologize, but Scylla and I held back the working device. It was my idea for leverage over Baird.""",
gaATGMagecGateExplode2a.text,"""If this doesn't work, captain, then I've been wrong about everything and... Scylla has been wrong about everything. I trust her."" 

She hesitates, then says ""With my life.""",
gaATGMagecGateExplode2b.text,"""You didn't though,"" she says impatiently, ""Let's focus on the present crisis. You've got the Gate there in front of you. Use it.""",
gaATGMagecGateExplode2c.text,"""There will be time for that later,"" she says impatiently. ""If this doesn't work, captain, then Scylla and I have been wrong about everything. I trust her."" 

She hesitates, then says ""With my life.""",
gaATGMagecGateDoScan.text,"Your command display shows the hyperspace manifold. It is calm and cool.

The scan begins, a line of disruption flaring between your flagship and the Gate. Spirals and ripples spill and surge in non-Newtonian bursts from a point at the center of the Gate. No, not a point - a circle, a sphere, a torus and inverted funnel; then some geometry that does not parse. You hear the faint music.

""Captain,"" your sensors officer reports, ""The scan is complete.""",
gaATGMagecGateUse.text,"The hyperspace manifold pulses coolly, then again, warmer. It is working. Your officers operate with collective cool, but you can feel their tension. You are about to do what no one has done for over two hundred cycles.

A distant keening touches your mind. You instantly review your command status displays: no hyperspace alarm, no system alerts; no one else reacts as if anything is wrong. It's just in your head. An animal in pain; you try to concentrate on the sound and it slips away.

You hear the thrum of life support, the rumble of engines, the soft chorus of the bridge consoles' feedback and your officers' humanity. Everyone is watching the pulsing of the Gate.",
gaATGlastReturnStart1.text,"""Captain $playerName,"" Baird says. ""We observed your $shipOrFleet come through the Gate.""

""It was magnificent."" She takes a deep breath, looking up and away for a moment, then back to you. ""History has leapt forward for the first time in two hundred cycles.""

""Scylla,"" the provost says suddenly, ""She should hear this so she knows why I had to do all that I did. I'll link her in.""",
gaATGlastReturnStart2.text,"""Captain,"" Baird greets you, in her way. ""We've been hearing the strangest rumors over hypercomms,"" she says expectantly.",
gaATGlastReturnIntroCoureuse.text,"Coureuse joins the call, alert and expectant. 

""Captain!"" she says, ""And uh, provost. We've all been watching the feeds and- I've been in contact with Elissa. Thank you, thank you captain.""

The provost raises an eyebrow. Prompted, Coureuse explains ""Elissa built a working Janus device and gave it to the captain. She's brought us the full schematics.""

""I should like to meet this Elissa Zal,"" the provost says evenly. ",
gaATGlastReturnIntroZal.text,"""Hello provost,"" Zal says, ""Finally we speak. I've heard so, so much about you.""

It is a small thing, but you watch as Baird suppresses first shock, then a flash of anger at her comms being joined without invitation.",
gaATGlastReturnIntroInvite.text,"""Elissa Zal,"" Baird says. You can almost feel her judging through the comm-link. ""This is all very... surprising,"" she says, off balance. ""Academician Coureuse. Zal. We have much to discuss, but first get those schematics to the hyperspace labs.""

""And captain,"" the provost addresses you now, ""If you would come directly to my office. We ought not discuss details of the next stage on comms.""",
gaATGlastReturnOffice1.text,"You take your shuttle to the Galatia Academy. Elissa Zal sits across from you, smiling to herself.",
gaATGlastReturnVictory2.text,"Zal meets your eyes. ""Always,"" she says.",
gaATGlastReturnVictory3.text,Zal rolls her eyes at you and fails to suppress a smile.,
gaATGlastReturnVictory4.text,"You enter Provost Baird's office and she greets you with uncharacteristic warmth.

""Come in, come in. Make yourself comfortable,"" she says. You note a bottle of something rare and four crystal glasses on her desk.

She taps at her console interface, ""I wanted to show you this before the announcement went public. With,"" she adds with sarcastic reverence, ""approval from the High Hegemon.""

With a flicker, the holoprojector beams an image into the large central volume of the office: your flagship triumphantly exiting a Gate, drive aglow, hyperspace bubble rendered in visible EM as a victorious golden aura.",
gaATGlastReturnVictory5.text,"""And this little show is only the first step, captain. A link between two Gates is momentous, but it means that so much more is possible: if we can open one Gate, then we can scale the technology to open more. It will take nearly unimaginable energy - and the resources of a Sector-spanning empire.""

Baird brings her hands together, staring at the holo, and taps her fingers as if to let off excess energy. ""Though the factions of this Sector are weak, the bones of the Domain are scattered all around us. Academician Simisola has located a derelict coronal tap which could provide the energy required to - theoretically, mind - open permanent links in the Gate network. And if what Coureuse's theories imply are true..."" 

The provost's attention returns to the world around her. ""Where is Scylla? She was to report here after securing the schematics.""",
gaATGlastReturnWhereAreThey.text,"She taps a key on her desk-console, a touch of annoyance in her voice ""Sebestyen. Have Coureuse and- yes, and Zal. Have them sent in."" She shakes her head and gives you a see-what-we-must-deal-with look.

As she turns away, the comms unit chimes. She turns back, ""What is it, Alviss? ... Is she on the station or not? Stop stammering, it's a simple yes or no question. ... I see.""

She taps at the comms, the triumph draining from her expression.",
gaATGlastReturnWhereAreThey2.text,"""Security, find me Academician Scylla Coureuse. And her- and Elissa Zal. ... Yes, immediately. Top priority.""

Another tap, ""And get me that insipid hacker. Yes, I mean Gargoyle. No, just on comms.""",
gaATGlastReturnGargoyle1b.text,"With Baird's attention thoroughly, and increasingly furiously, focused elsewhere, you pour yourself a glass, sample the fumes, and sip. Some kind of brandy. Eventide, judging by the label - a stylized arc of solar mirrors over a celestial orb.

A fine vintage; subtle, powerful, unexpected. You're beginning to suspect that this might be the highlight of the rest of this day.",
gaATGlastReturnGargoyle1.text,"Gargoyle's face appears, projected over the expansive desk. ""Where are they,"" Baird demands, ""By Ludd's seven hells I will sell you piece by piece to Tri-Tach if you lie to me.""

The hacker goes very still. Staring at the hissing crack in a bulkhead threatening to collapse into vacuum. ""I do not know,"" Gargoyle says deliberately. ""I did not assist them in... in some scheme. Though perhaps I did, though they never said it was their intention. I simply... provided tools they requested. Codes, programs. Advice.""

""So you helped them!"" Baird shouts. ""For the protection I provided, asking the High Hegemon himself to overlook your crimes, you repay me with this treachery?""",
